Day	peri_infected_0_0	plac_infected_0_0	peri_infected_1_2	plac_infected_1_2	peri_infected_3_max	plac_infected_3_max	peri_infected_all	plac_infected_all	
236	0.0439992	0.0309853	0.0510165	0.0342485	0.0602566	0.0318833	0.0539702	0.0325479	
237	0.0442057	0.0317083	0.0516741	0.034358	0.0605909	0.0319251	0.0543944	0.0327407	
238	0.0442057	0.0319149	0.0520576	0.0345224	0.0603819	0.0321341	0.0544329	0.0329336	
239	0.045032	0.0325346	0.052496	0.0345772	0.0604237	0.0323848	0.0547607	0.0331842	
240	0.0460649	0.0334642	0.0529892	0.0349608	0.0603819	0.032343	0.0551078	0.0334734	
241	0.0466846	0.033774	0.0534276	0.0353444	0.060758	0.0325519	0.0555513	0.0337627	
242	0.0469944	0.0348069	0.0538112	0.0356732	0.0608416	0.0328862	0.0557827	0.0342254	
243	0.0475108	0.0349101	0.0544139	0.0358924	0.0608834	0.0334294	0.0561104	0.0345725	
244	0.047924	0.0350134	0.0548523	0.0366595	0.0612595	0.0336802	0.0565154	0.0349774	
245	0.0487503	0.0351167	0.0551263	0.0368787	0.0615937	0.0338891	0.0569203	0.0351703	
246	0.0490601	0.0358397	0.0555099	0.0372623	0.0618863	0.0341398	0.0572481	0.0355559	
247	0.0496798	0.0368725	0.0559483	0.0378651	0.0622623	0.0342234	0.0576916	0.0359994	
248	0.0506094	0.0371824	0.056551	0.0381939	0.0624713	0.0345159	0.0581736	0.0363079	
249	0.0508159	0.0375955	0.056825	0.0381939	0.0629309	0.0344741	0.0585207	0.0363657	
250	0.0509192	0.0382152	0.057099	0.0384679	0.0633488	0.034683	0.0588292	0.0366743	
251	0.0515389	0.0383185	0.0573182	0.0386323	0.0639338	0.0348502	0.059292	0.0368285	
252	0.0515389	0.0387317	0.0578662	0.0390158	0.0642263	0.0351009	0.0596198	0.0371563	
253	0.0523652	0.0391448	0.0583594	0.0393994	0.064686	0.0352681	0.0601597	0.0374455	
254	0.0256145	0.0191076	0.0299194	0.0192339	0.0430404	0.0236931	0.0351703	0.021268	
255	0.0260277	0.0195208	0.0301934	0.0193983	0.0433747	0.0238185	0.0354981	0.0214608	
256	0.0264408	0.0193142	0.0304126	0.0195079	0.0435001	0.0239021	0.0357102	0.0214994	
257	0.026854	0.0192109	0.0309606	0.0198367	0.043709	0.0238603	0.0360765	0.0215765	
258	0.0278868	0.0197273	0.0316182	0.0199463	0.0439597	0.0241946	0.0366164	0.0218657	
259	0.0281967	0.0198306	0.0321661	0.0199463	0.0443776	0.0241528	0.0370599	0.0218657	
260	0.0285065	0.020347	0.0324949	0.0199463	0.0449626	0.0243617	0.0375034	0.0220585	
261	0.0288164	0.0207602	0.0329333	0.0199463	0.0451297	0.0244453	0.0377926	0.0221742	
262	0.0289196	0.02107	0.0334265	0.0200559	0.0453805	0.0247378	0.0381011	0.0224056	
263	0.0288164	0.0212766	0.0337005	0.0203299	0.0457566	0.0249885	0.0383518	0.0226563	
264	0.0292295	0.0216897	0.0343032	0.0208231	0.0460491	0.0251557	0.038776	0.0229841	
265	0.0294361	0.022516	0.0347416	0.0213162	0.046258	0.0254064	0.0390652	0.0234276	
266	0.0298492	0.0226193	0.034906	0.0217546	0.0463416	0.0257825	0.0392387	0.0237746	
267	0.0303656	0.0229291	0.035454	0.0221382	0.0464251	0.0261168	0.0395665	0.0241217	
268	0.0307788	0.0229291	0.0358376	0.022467	0.0466341	0.0262839	0.0398751	0.0243145	
269	0.0312952	0.0229291	0.0362212	0.0227958	0.0468848	0.0264928	0.0402221	0.0245266	
270	0.0319149	0.0230324	0.0364952	0.0231246	0.0471355	0.0267018	0.0405499	0.024758	
271	0.0320182	0.023239	0.0370979	0.0238369	0.0473444	0.0270361	0.0408777	0.0252015	
272	0.0326379	0.0234456	0.0370979	0.0242205	0.0478041	0.0271614	0.0412055	0.0254329	
273	0.0331543	0.0237554	0.0378103	0.0243849	0.048013	0.0271614	0.041649	0.0255486	
274	0.033774	0.0240653	0.0383035	0.0249877	0.0481802	0.0276629	0.0420153	0.0260499	
275	0.034497	0.0243751	0.0386871	0.0252617	0.0484727	0.0277047	0.0424203	0.0262234	
276	0.0350134	0.0247883	0.0391802	0.0255356	0.0489323	0.0278718	0.0429023	0.0264741	
277	0.0356331	0.0253047	0.0399474	0.0254808	0.0493502	0.0282061	0.0434808	0.0267055	
278	0.0361496	0.0253047	0.040605	0.0261384	0.0495174	0.0283732	0.0438857	0.027014	
279	0.0364594	0.0259244	0.0409337	0.0261932	0.0496845	0.0284568	0.0441364	0.0271875	
